geneNames	GSM2229013	GSM2229014	GSM2229015	GSM2229016	GSM2229017	GSM2229018	GSM2229019	GSM2229020
F2rl2	8.049355	7.897612	7.985127	7.577608	7.930546	7.795269	7.961202	7.937092
F2rl3	6.965451	6.612091	6.692026	6.851441	6.850938	6.43645	6.816392	6.916138
F3	9.313073	9.402992	10.61278	9.891047	9.854248	10.40624	10.80603	10.46572
F420014N23Rik	5.722417	5.708565	5.772475	5.75925	5.909032	5.963203	5.924006	5.928578
F5	6.843826	7.262273	7.19313	6.524903	6.671358	7.159965	6.571871	6.572822
F630003A18Rik	5.92760666666667	5.98445833333333	6.11966633333333	6.38593766666667	6.28139066666667	6.10240866666667	5.99234633333333	6.008767
F630010C12Rik	5.578954	5.54638	5.589694	5.694585	5.634906	5.660845	5.569099	5.569074
F630028O10Rik	7.507116	7.59576	8.458875	9.22798	9.354033	8.801501	8.953173	8.708303
F630042J09Rik	7.614143	7.450323	7.399395	7.585969	7.509398	7.465343	7.540451	7.49446
F630048H11Rik	6.352908	6.762997	6.232132	6.051665	5.927782	6.290837	6.181999	6.025331
F630111L10Rik	7.417993	7.299547	7.738877	7.881048	7.418922	7.720304	7.408476	7.31743
F630201L12Rik	6.970467	6.748456	6.669636	6.72336	6.792376	6.605609	6.79089	6.925533
F7	7.027162	7.028179	7.072127	7.378484	7.172315	6.450471	6.527314	6.733577
F730021E23Rik	6.113436	6.094148	6.037395	6.495958	6.342306	5.96602	6.003971	6.192107
F730043M19Rik	8.398701	8.558592	8.075534	8.030343	8.249445	7.930367	7.905576	7.90258
F8	6.845293	6.833405	6.840125	6.725028	6.706106	6.841936	6.882771	6.915813
F830001A07Rik	7.669313	7.694548	8.116296	7.698168	7.995276	9.349305	9.504613	9.03201
F830002L21Rik	8.729188	8.507533	8.450752	8.573839	8.54241	8.331596	8.509127	8.512799
F830045P16Rik	7.96017	7.411375	7.082211	6.729217	6.709898	9.997524	10.31553	9.756166
F830115B05Rik	7.420622	7.154263	6.933803	7.271676	7.210606	7.057035	7.367698	7.439723
F830212C03Rik	6.173746	6.286638	5.910028	5.733337	5.856189	5.724943	5.635613	5.950219
F8a	7.380931	7.389892	7.447389	7.405418	7.332338	7.450945	7.358812	7.371881
F9	5.056623	5.098448	4.996948	5.251685	5.058185	5.101632	5.071565	5.153038
F930015N05Rik	6.454069	6.10138	6.219506	6.54209	6.339179	6.133579	6.455534	6.388904
Fa2h	11.69456	11.42288	12.43899	11.80037	12.33126	12.00789	12.21681	12.12456
Faah	9.802823	9.760383	9.990232	9.22454	9.550877	9.76309	9.527873	9.928388
Fabp1	5.021674	4.963575	4.968348	4.966938	4.975353	4.910256	4.899405	4.956636
Fabp12	5.708665	5.722817	5.601225	5.585135	5.500561	5.560902	5.61246	5.414414
Fabp2	5.535604	5.448205	5.361291	5.699481	5.357132	5.526896	5.613532	5.461659
Fabp3	8.078618	8.7664105	8.7464365	8.0115465	8.9582645	9.806675	9.7098255	10.20268
Fabp4	11.67008	11.73269	11.36725	10.89951	10.91349	12.08774	12.30326	11.97231
Fabp5	11.0205566666667	10.9416626666667	11.180143	11.205608	11.367744	10.0919773333333	10.087281	10.2245756666667
Fabp6	5.628735	5.600929	5.434152	5.715967	5.52005	5.46961	5.582168	5.540001
Fabp7	8.244411	9.005036	8.43712	8.990766	10.0295	7.229268	7.275409	7.391462
Fabp9	6.326126	6.199045	5.435916	5.402143	5.313228	5.37805	5.399792	5.388261
Fadd	7.843445	7.630235	7.710688	7.953568	7.923831	7.877133	7.627538	7.977131
Fads1	10.36279	10.47321	10.52861	10.38569	10.19531	10.24318	10.43054	10.29318
Fads2	10.88715	11.41698	10.71029	8.803288	9.331583	9.568888	9.237238	9.139
Fads3	12.21647	11.69695	11.25318	10.55298	10.12159	10.67195	10.64787	10.45365
Fads6	8.871778	8.587179	8.272614	8.451006	8.454587	8.487868	8.629811	8.665361
Faf1	10.26978	10.3363	10.33436	9.927038	10.13963	10.09907	9.970437	9.888947
Faf2	10.12922	10.27057	10.24791	9.860442	10.07891	10.1395	10.01313	9.969944
Fah	9.449728	9.562814	9.597147	9.558105	9.583774	10.18037	10.06465	10.06096
Fahd1	7.309512	7.428811	7.521024	7.054276	7.432561	7.718418	7.767929	7.649007
Fahd2a	7.418898	7.376477	7.305124	7.286179	7.364658	7.230504	7.401918	7.393755
Faim	7.946792	8.28417	8.357536	8.24144	8.114922	8.291489	8.209232	8.115732
Faim2	7.486162	7.084567	6.950138	6.932719	6.906789	6.857622	6.666809	6.773252
Faim3	6.620932	6.484837	6.495167	6.614759	6.50253	6.310989	6.510956	6.489353
Fam101a	8.585153	8.141186	8.307196	8.608441	8.461738	8.393264	8.21322	8.534012
Fam101b	10.57517	9.776786	9.53639	9.503687	9.255162	10.20086	9.82122	10.17999
Fam102a	10.27876	10.0626	9.670604	9.873981	9.738429	9.971155	10.33426	10.17566
Fam102b	9.341439	9.022038	9.51562	9.986247	9.735485	10.11721	10.00359	9.950275
Fam104a	9.275558	9.198571	9.195956	9.296335	9.209852	9.187188	9.077667	9.333032
Fam105a	7.841658	7.930051	9.044066	9.137215	9.126429	8.615701	8.947981	9.11849
Fam107a	7.902501	7.752601	8.22178	8.402014	8.18545	8.025212	8.210417	8.207314
Fam107b	8.346661	8.323283	8.072525	7.860264	7.870169	8.282132	8.144547	7.932791
Fam109a	7.017442	6.821708	7.036848	7.267199	7.172301	6.767147	6.911547	7.059307
Fam109b	6.635322	6.629338	6.741093	6.737026	6.909582	6.683064	6.961003	7.105027
Fam110a	9.046459	9.115076	9.164231	9.43285	9.275222	8.475309	8.379056	8.354735
Fam110b	7.220024	7.194054	7.318618	7.438354	7.23293	7.267823	7.291456	7.440203
Fam110c	6.467127	6.465546	6.282571	6.655972	6.313642	7.136281	7.112997	6.736853
Fam111a	9.276234	9.413414	9.395416	9.560959	9.921299	9.1133	8.666652	8.546353
Fam114a1	8.38592	8.52417	9.017039	8.976365	9.3195	9.416626	10.03925	10.21442
Fam114a2	8.169165	8.296763	8.289281	8.126849	8.413129	8.4746	8.470932	8.313039
Fam115a	7.827492	7.889721	8.15553	8.2936	8.241785	8.464253	8.498717	8.528446
Fam115c	10.4666	10.42246	9.508629	9.101421	8.904184	9.816198	9.664109	9.626024
Fam115e	5.861091	5.772403	5.661128	5.942548	5.74345	5.830695	5.872551	5.804756
Fam117a	9.25069	9.159402	8.935724	8.650222	8.813181	9.322573	9.495513	9.329488
Fam117b	10.2281	10.12422	10.55059	10.28156	10.20084	10.14779	10.29586	10.11632
Fam118a	7.594517	7.594826	7.610785	7.763145	7.637928	7.661045	7.682473	7.658212
Fam118b	8.242574	8.360624	8.277102	8.273174	8.229683	8.54459	8.318651	8.233891
Fam120a	9.500422	9.349339	9.2978865	9.480762	9.3184465	9.2918725	9.298876	9.3368235
Fam120b	8.841598	8.766926	8.796602	8.742565	8.689012	9.339745	9.1765	8.935617
Fam120c	8.349034	8.357637	8.181256	7.943303	8.039974	8.589888	8.413554	8.371544
Fam122a	7.1750155	7.0114845	6.9597025	6.9540065	6.944766	7.0006135	6.956718	6.842684
Fam122b	7.628464	7.846546	7.913804	7.613992	7.817638	7.64722	7.574448	7.367052
Fam122c	5.029117	4.889178	4.82917	4.963274	4.848869	4.841934	4.841693	4.825253
Fam124b	5.777482	5.869326	5.940023	5.867389	6.176752	6.176725	6.005582	6.264489
Fam126a	8.760651	8.46518	9.177228	9.647924	9.330861	9.06795	8.87367	8.994443
Fam126b	8.933655	9.157465	9.260939	8.695737	9.113333	9.563042	9.330616	9.239161
Fam129a	8.97945	9.262092	9.406178	8.745791	8.879651	9.678632	9.521994	9.60099
Fam129b	11.30503	11.06789	11.17093	11.28089	11.13658	10.98416	10.96334	10.90017
Fam129c	8.603065	8.342482	8.108715	8.122591	8.273873	8.085096	8.260434	8.275082
Fam131a	7.703199	7.36338	7.414161	7.540686	7.51812	7.738481	8.092645	8.021237
Fam131b	6.809468	6.379396	6.618672	6.81341	6.673682	6.639562	6.541326	6.597473
Fam131c	6.601972	6.418903	6.383962	6.533182	6.559969	6.190859	6.375238	6.433238
Fam132a	11.57737	11.07141	11.1911	10.64926	10.70305	11.05653	10.73246	11.07429
Fam132b	8.2869825	8.255144	8.114458	8.1852765	8.176325	8.2027155	8.254814	8.328886
Fam133b	8.57658	8.769644	8.766277	8.496775	8.599247	8.901988	8.548326	8.423659
Fam134a	9.576954	9.472787	9.552914	9.570353	9.557074	9.682171	9.645211	9.677859
Fam134b	9.388344	9.707868	10.05948	9.773451	10.03903	10.16338	10.15784	10.06372
Fam134c	10.88035	10.67442	10.74639	10.52211	10.74654	10.72327	10.65022	10.72208
Fam135a	10.93026	11.23878	10.71789	10.57743	10.64397	10.35962	10.01759	10.01698
Fam135b	6.5899196	6.5485136	6.3529962	6.516194	6.535205	6.481433	6.5673548	6.6547522
Fam136a	8.045699	8.286624	8.24135	7.517539	7.808235	7.886039	7.533856	7.632491
Fam13a	7.361057	7.687923	8.321238	8.394749	8.375417	9.643475	9.460405	8.764178
Fam13b	8.385056	8.72361	8.558454	8.272892	8.509953	8.793163	8.486286	8.490144
Fam13c	7.2703345	7.245475	7.186612	7.496425	7.5023365	7.920894	7.4726275	7.5356485
Fam149a	7.66094	7.364731	7.699424	7.668755	7.586706	7.942147	8.268189	7.768893
Fam149b	9.513607	9.803952	9.844554	9.48134	9.701329	10.13144	10.09627	9.993654
Fam150a	5.061215	4.954813	4.947903	5.016603	4.95638	4.903191	4.988154	5.050354
Fam150b	6.492754	6.464922	6.719291	6.881605	6.728623	6.537839	6.825864	6.949101
Fam151b	8.383581	8.475866	8.591635	8.611198	8.70092	8.721849	8.63171	8.596086
Fam154a	5.921669	5.852197	5.882486	5.869912	5.886034	5.757553	5.96647	5.927283
Fam154b	6.536613	6.651088	6.687996	6.492211	6.408238	6.728474	6.564255	6.669953
Fam155a	6.768079	6.590884	6.5111415	6.639645	6.674173	6.508716	6.6287295	6.652548
Fam159a	7.347941	7.038593	6.879791	7.425133	7.173422	7.082796	7.157643	7.329879
Fam159b	6.051836	6.061671	6.063358	6.09586	6.119292	5.930514	5.934137	6.202502
Fam160a1	9.75189	9.491111	9.682057	9.660995	9.703466	9.37992	9.278682	9.409877
Fam160a2	8.497184	8.653294	8.585088	8.511799	8.446358	8.603356	8.601116	8.483191
Fam160b1	8.787991	8.772264	8.97646	9.132464	9.219378	9.300898	9.408756	9.430745
Fam160b2	8.4247625	8.244461	8.093131	8.185378	8.202237	7.9253405	8.1498135	8.1345415
Fam161a	7.036764	7.084077	7.016801	6.969826	7.076008	7.317421	7.217793	7.12486
Fam161b	7.742335	7.812924	7.565897	7.433326	7.637473	8.154367	7.917132	7.64333
Fam162a	10.18251	10.11658	10.0624	10.44911	10.63272	9.579868	9.499222	9.573568
Fam162b	6.478753	6.212753	6.251665	6.320256	6.136375	5.806553	6.079011	6.333035
Fam163a	6.001139	5.741987	5.720899	5.700539	5.783662	5.776858	5.994252	5.938893
Fam163b	7.614461	7.253242	7.416706	7.179513	7.396355	6.845994	7.155001	7.211227
Fam166a	6.797787	6.603262	6.431227	6.848093	6.766856	6.548762	6.746349	6.67517
Fam166b	5.709082	5.667298	5.524625	5.834842	5.647252	5.581992	5.658103	5.650641
Fam167a	9.454733	8.932067	8.378804	8.312208	7.646284	8.934137	8.205564	8.673169
Fam167b	7.409243	7.225904	7.314229	7.520194	7.268241	7.066847	7.194656	7.294164
Fam168a	9.305386	9.473657	9.618864	9.587464	9.578175	9.611675	9.659379	9.62325
Fam168b	11.30512	11.30592	11.22025	10.95321	11.27021	11.04523	11.0493	11.04287
Fam169a	5.944714	5.959707	5.898318	5.977348	5.88256	5.892156	5.927354	5.91332
Fam169b	6.638456	6.539107	6.431731	7.144681	6.52752	6.333311	6.351009	6.511494
Fam170a	6.066396	5.80575	5.815363	5.767619	5.983626	5.817171	5.905585	5.869351
Fam170b	7.161024	6.931002	6.878906	7.063267	7.128564	6.751635	6.994902	6.994609
Fam171a1	7.468891	7.543836	7.916006	7.863723	8.064917	8.216101	8.157368	8.301549
Fam171a2	8.287842	7.951304	8.034266	8.157059	8.162285	7.913059	7.875994	8.077719
Fam171b	7.947561	8.233183	8.473949	7.701424	8.354244	10.09574	10.09452	9.723516
Fam172a	8.703025	9.20201	9.435066	8.893987	9.028097	9.455678	9.419362	9.234138
Fam173a	9.038038	8.900662	8.893652	9.125056	8.967473	8.93058	9.014569	9.069033
Fam173b	7.615876	7.554603	7.522439	7.428614	7.440172	7.748519	7.505201	7.639888
Fam174a	8.187864	8.008902	8.086848	7.943954	8.18644	8.409252	8.228844	8.141932
Fam174b	8.019405	8.07987	7.922838	8.0115	8.248401	8.2527485	8.198268	8.174969
Fam175a	8.102364	8.425648	8.530494	7.960333	8.367509	8.4754	8.242701	8.186831
Fam175b	9.440813	9.605904	9.749906	9.6134	9.703082	9.822351	9.795505	9.65824
Fam178a	8.808419	9.112438	8.970742	8.631594	8.9533905	9.0616905	8.8613885	8.780748
Fam178b	7.322423	7.170969	7.0445795	7.2846755	7.147572	7.086187	7.083542	7.206075
Fam179a	7.242675	6.997535	7.07399	7.158819	7.042023	7.151031	6.995018	7.175916
Fam179b	8.885944	9.105038	9.110247	9.001258	9.014479	9.243855	9.178501	9.125662
Fam180a	7.528018	7.746806	8.189879	9.05784	8.291804	8.834333	9.079758	8.767051
Fam181a	7.143303	6.823086	6.640833	6.89218	6.776452	6.627132	6.835043	6.90415
Fam181b	7.133917	6.9077615	6.859096	7.005955	6.9074155	6.961724	7.0133805	7.0286435
Fam183b	6.532677	6.301172	6.458279	6.296816	6.40497	6.45848	6.574084	6.463553
Fam184a	6.731725	6.558359	6.585639	6.559176	6.616446	6.555065	6.716904	6.759233
Fam184b	6.822399	6.885545	6.790178	6.713116	6.750847	6.959395	7.114881	6.972192
Fam185a	7.84627	8.34605	8.039022	8.181968	7.821747	8.233646	8.003577	7.951395
Fam186b	6.162075	5.890423	5.980572	6.04706	6.097892	5.979964	6.083026	5.980175
Fam187b	6.414998	6.22815	6.023466	5.776839	6.006864	6.01237	5.84592	5.915256
Fam188a	9.951991	10.18723	10.18196	10.20492	10.20628	10.02529	9.911768	9.91825
Fam188b	6.914386	6.921005	6.756235	6.88427	6.904647	6.918119	7.052134	7.037552
Fam189a1	8.029184	7.821681	7.702162	7.93319	7.845725	7.744026	7.838672	7.869652
Fam189a2	8.644165	8.576847	8.228561	7.622169	7.898801	8.854731	8.820274	8.702922
Fam189b	7.975256	7.823246	7.831418	8.05764	7.996794	8.159858	8.046393	8.300603
Fam192a	9.842485	9.910671	9.865636	9.634427	9.658815	9.675104	9.777782	9.566742
Fam193a	9.74273	9.774445	9.685017	9.47634	9.644604	9.826718	9.819299	9.664862
Fam193b	8.776874	8.53221	8.388507	8.15083	8.394391	8.868328	8.705559	8.531002
Fam195a	8.567814	8.189983	8.367851	8.663586	8.361079	8.489227	8.40537	8.691887
Fam195b	10.21552	10.01461	10.18208	10.01755	10.02285	10.08555	10.24099	10.185
Fam196a	8.137309	7.70111	7.65816	7.715169	7.68929	7.677385	7.721064	7.901375
Fam196b	6.215376	6.163063	6.036971	6.456193	6.135572	5.975983	6.100561	6.301658
Fam198a	6.992604	7.541184	7.467357	7.506196	7.775379	7.999232	8.278801	8.426105
Fam198b	9.383378	9.229335	9.00572	9.121794	9.219262	9.101709	9.480996	9.910551
Fam199x	8.1513	8.148247	8.108681	7.8779	8.018918	7.931274	8.001535	7.914912
Fam19a1	6.465444	6.361954	6.169017	6.327066	6.400198	6.326158	6.480124	6.524653
Fam19a2	6.611337	6.548366	6.503079	6.670565	6.62192	6.375387	6.633136	6.572132
Fam19a3	8.171646	7.78758	7.666935	7.836352	7.94139	7.81258	8.006553	8.06022
Fam19a4	6.553009	6.390996	6.33404	6.488481	6.35684	6.329344	6.454245	6.430093
Fam19a5	8.619153	8.144101	7.536807	7.577662	7.431155	7.724608	7.635163	7.489819
Fam204a	7.7418265	7.6676375	7.6007835	7.4870355	7.589238	7.6593515	7.6385555	7.631223
Fam206a	9.507877	9.98919	9.63327	9.557857	9.796008	9.360074	9.111328	9.174583
Fam207a	9.867615	9.74492	9.51587	9.684882	9.627946	9.311853	9.603961	9.555743
Fam208a	8.652578	8.940351	8.848498	8.479796	8.901346	9.494906	9.252956	9.336704
Fam208b	9.153876	9.576442	9.379666	8.861261	9.248118	9.431511	9.223455	9.1582
Fam209	5.959317	5.921376	5.885417	5.853992	5.965685	5.811159	6.015984	5.896126
Fam20a	8.135277	8.119431	8.065388	8.176398	7.879625	7.860319	8.052487	8.191759
Fam20b	10.70938	10.85613	10.66776	10.81371	10.902	10.96931	11.0844	11.01904
Fam20c	7.614329	7.322963	7.403946	7.584787	7.713476	7.708058	7.706432	7.72545
Fam21	9.993599	10.09212	10.43476	10.38961	10.48558	10.28571	10.36036	10.17897
Fam210a	9.358215	9.386981	9.315455	9.558702	9.328976	10.04851	9.552687	9.54603
Fam210b	9.167826	9.240252	9.341586	9.054377	9.263005	9.664749	9.699605	9.357835
Fam212a	8.354752	7.981056	8.213869	8.590126	8.571339	8.381888	8.460361	8.355677
Fam212b	7.324135	7.047416	7.159045	7.309916	7.424358	7.266546	7.193021	7.256489
Fam213a	10.98776	11.61151	12.32699	12.3027	12.61291	12.56509	12.6615	12.37935
Fam213b	8.221091	7.949202	8.632733	9.209106	9.044287	8.858871	9.027715	9.189272
Fam214a	9.880084	9.742383	9.864399	9.566214	9.989357	9.583481	9.176309	9.115755
Fam214b	9.263515	9.106158	8.974298	9.127834	8.84412	8.456029	8.392863	8.622234
Fam216a	8.868874	8.866737	8.881902	8.731812	8.884918	8.929597	8.852416	8.900975
Fam216b	5.365388	5.246983	5.169449	5.258587	5.240968	5.184898	5.249122	5.308459
Fam217a	6.278419	6.076522	6.013817	6.314078	6.135602	6.09567	6.285469	6.479805
Fam217b	7.049233	6.901839	6.97441	7.094976	7.02098	7.045644	6.921714	7.011511
Fam219a	8.361223	8.297809	8.257033	8.156717	8.18619	8.358885	8.295152	8.202538
Fam219b	8.291545	8.052016	8.116978	8.151773	8.190219	8.258728	8.099483	8.219309
Fam220a	8.934142	9.09548933333333	9.06881233333333	9.10626	9.09701133333333	9.58324133333333	9.47920566666667	9.53942733333333
Fam221a	8.479955	8.590736	8.299226	7.686447	8.232901	8.902966	8.517094	8.160586
Fam221b	6.565398	6.409258	6.28671	6.347642	6.343081	6.399827	6.509712	6.461753
Fam222a	8.28189	8.036171	7.867926	8.110709	7.986095	7.776178	7.867899	8.028789
Fam222b	8.2598865	8.1927905	8.0178035	8.206822	8.054801	8.173351	8.219055	8.32258
Fam227a	6.419053	6.728392	6.380973	6.4203	6.48768	6.610306	6.716926	6.397192
Fam227b	5.092274	4.891788	5.033279	5.036745	5.006082	5.045965	5.098611	5.023258
Fam228a	5.351651	5.287583	5.164493	5.31713	5.180623	5.044042	5.217783	5.217319
Fam228b	5.554842	5.728453	5.663854	5.65317	5.600561	5.711947	5.600369	5.564573
Fam229b	5.951193	6.192937	6.276687	6.207012	6.126732	6.450382	6.379578	6.399509
Fam24a	5.504431	5.41785	5.490281	5.569724	5.492316	5.429456	5.537147	5.619994
Fam25c	10.95994	10.49019	10.62735	10.62833	10.96577	10.17725	10.30206	10.12669
Fam26d	11.62655	11.99963	10.06163	6.709221	6.458347	8.004208	6.343342	6.253514
Fam26e	10.87401	10.75284	10.08361	8.685791	8.654457	9.98377	9.286714	9.692502
Fam26f	6.599955	6.386775	6.319478	6.273417	6.266013	6.234268	6.225787	6.480113
Fam32a	9.536816	9.452812	9.427042	9.412645	9.429525	9.445213	9.420829	9.385054
Fam35a	6.494954	6.530599	6.803223	6.49556	6.454904	6.792871	6.851201	6.73447
Fam3a	8.82516	8.874967	8.960531	9.028684	8.944187	9.155997	9.158624	9.320013
Fam3b	8.470899	8.726768	9.239413	8.506728	8.844857	7.871906	7.520187	8.028858
Fam3c	8.646446	8.935778	9.694643	9.573075	9.765711	10.02487	10.13288	10.06497
Fam43a	8.659384	8.734964	8.57678	9.13304	8.835478	8.128332	8.023699	8.214191
Fam43b	8.050288	7.654532	7.419529	7.893069	7.6925	7.607064	7.733774	7.802274
Fam45a	9.96474	10.20841	10.35454	10.40762	10.33945	10.58046	10.58201	10.53439
Fam46a	8.7746085	8.813486	9.5805465	9.495402	9.9821015	9.4977235	9.8639165	9.7945835
Fam46b	10.82973	10.65676	10.17836	10.25158	9.652021	9.419566	9.376912	9.443864
Fam46c	7.685526	7.322236	7.652671	7.751686	7.578454	7.94594	9.888287	10.41323
Fam46d	5.526181	5.402635	5.381839	5.359317	5.390861	5.226501	5.305962	5.418448
Fam47c	5.266845	5.323887	5.291439	5.297526	5.229555	5.263028	5.234946	5.208735
Fam47e	6.818063	6.418148	6.355078	6.389144	6.408535	6.29707	6.48284	6.441615
Fam49a	11.60994	11.5912	10.27448	9.253601	9.08694	9.995287	9.579935	9.734638
Fam49b	9.523012	9.710568	9.845082	10.2545	9.795647	9.670179	9.600275	9.578803
Fam50a	8.869534	8.903639	8.96639	8.93006	8.872469	8.859212	8.850992	8.656644
Fam50b	6.313934	6.126538	6.089851	6.32801	6.22203	6.22689	6.215309	6.152705
Fam53a	8.297957	8.162671	8.514105	8.432472	8.421679	8.352671	8.372816	8.382471
Fam53b	9.363936	9.308895	9.288749	9.028477	9.16234	9.052399	9.130482	9.196667
Fam53c	8.668216	8.470732	8.240909	8.296683	8.407178	8.404	8.214975	8.213874
Fam57a	11.78339	11.92006	12.0009	11.95786	12.23206	11.97624	11.96479	11.90627
Fam57b	8.041919	7.789288	8.442614	7.857071	7.822752	8.540798	9.148106	8.83721
Fam58b	6.224461	6.24569	5.957538	6.15559	6.155811	5.89427	6.036812	6.252793
Fam60a	10.658675	10.825695	10.423895	9.836506	10.099865	10.259405	10.06198	9.7589825
Fam63a	8.651898	8.454794	8.577446	8.648297	8.689386	8.488421	8.574384	8.383226
Fam63b	9.06086033333333	8.86348633333333	8.83199366666667	9.026476	8.98071933333333	9.11571933333333	9.23942833333333	9.29257066666667
Fam64a	7.411361	7.495527	7.914913	7.367529	7.732065	6.98104	7.133731	7.204195
Fam65b	7.045372	7.195117	7.555626	7.439221	7.568243	7.625658	7.340481	7.431911
Fam65c	8.132933	7.992614	7.868312	7.960155	8.175814	7.731444	7.831203	7.732172
Fam69a	9.700803	9.935105	10.1198	9.567856	10.09748	10.33461	10.01505	9.762302
Fam69b	7.806297	7.661813	7.620306	7.643997	7.552217	7.671708	7.663802	7.743763
Fam69c	6.712451	6.221228	6.287501	6.776111	6.482736	6.693973	6.817477	6.919465
Fam71a	6.609201	6.538458	6.44069	6.640468	6.461242	6.414598	6.28614	6.52028
Fam71b	6.920691	6.768517	6.575797	6.52055	6.536251	6.549571	6.586381	6.618808
Fam71d	5.273057	5.320534	5.156503	5.250573	5.178177	5.234926	5.217217	5.241664
Fam71e1	7.163867	7.024686	6.891152	7.222711	6.985981	6.757137	7.049286	7.146926
Fam71e2	5.681322	5.675764	5.620843	5.769415	5.667721	5.619884	5.685113	5.67617
Fam71f1	7.490365	7.398653	7.088131	7.203776	7.315243	7.168399	7.280509	7.344374
Fam71f2	7.692799	7.367794	7.281638	7.517488	7.58526	7.257308	7.558287	7.508886
Fam72a	6.33602	6.383385	6.38991	6.373807	6.220843	6.508906	6.209989	6.313868
Fam73a	7.871091	8.060308	7.728148	7.598632	7.294344	7.868789	7.690529	7.504122
Fam73b	9.133644	9.193808	9.285282	9.250553	9.371339	9.303415	9.440237	9.429907
Fam76a	9.063782	9.107282	9.146022	9.351321	9.10496	9.374319	9.494658	9.169954
Fam76b	9.05473	9.286445	9.351041	9.033742	9.072727	8.952715	8.99181	8.910105
Fam78a	7.148377	6.918214	7.006771	7.315641	7.241007	7.587577	7.614553	7.464783
Fam78b	7.032723	6.867887	7.205522	8.402438	8.5311	7.454803	7.65045	7.713879
Fam81a	9.386755	9.559488	9.858347	10.33158	9.670692	9.833824	9.757801	9.531192
Fam83a	8.129848	7.589094	7.682659	7.974824	7.710653	7.488153	7.469742	7.619308
Fam83b	10.87115	11.11231	11.21455	11.04839	11.32511	10.9129	10.98737	10.89633
Fam83c	10.26023	10.22027	9.605468	9.618399	9.276038	8.336017	8.243996	8.02574
Fam83d	8.362759	8.386677	8.626812	8.194813	8.661396	8.622182	8.284141	8.624951
Fam83e	7.04231	6.89359	6.843977	7.109689	6.910335	6.723163	6.904468	6.825247
Fam83f	8.406422	8.636962	8.608402	8.11021	8.541174	8.601019	8.612348	8.611192
Fam83h	11.08502	10.84835	10.55116	10.64777	10.57424	10.34471	10.31893	10.25159
Fam84a	11.36126	11.28398	11.52072	11.02069	11.48637	10.69726	10.30254	10.72941
Fam84b	7.8162585	7.7771885	7.674679	7.5362355	7.7688265	7.6333345	7.435672	7.5777485
Fam89a	9.416414	8.973863	9.214279	9.366107	9.224353	9.192427	9.259718	9.097336
Fam89b	9.946673	9.872147	10.03991	10.30636	10.03779	10.24722	10.30748	10.57985
Fam92a	8.207813	8.574492	8.606247	7.775389	8.393844	8.297766	8.110958	8.073806
Fam92b	6.011635	5.63587	5.733041	5.9453	5.896451	5.802727	5.842237	5.944249
Fam96a	9.77515	10.54848	10.84645	10.50848	10.6276	10.79171	10.6308	10.59736
Fam96b	9.676414	9.560619	9.493765	9.607778	9.401815	9.404723	9.430386	9.1677
Fam98a	9.512712	9.574674	9.441995	9.630489	9.664223	9.409864	9.434152	9.581789
Fam98b	8.483298	8.402998	8.513078	8.25408	8.409229	8.391516	8.218543	8.437732
Fan1	7.822728	7.921032	7.987678	7.843287	7.947904	7.88929	8.11825	7.883948
Fanca	8.68886	8.775476	8.589866	8.493937	8.036223	7.597802	7.706442	7.940895
Fancb	6.582732	7.173441	7.348818	6.974766	7.502366	7.473168	7.271666	7.200064
Fancc	7.037937	7.373199	7.428419	6.8978	7.169366	7.387683	7.308489	7.284219
Fancd2	6.1848265	6.2953265	6.3812225	6.24942	6.26213	5.9702605	5.989786	6.100821
Fance	8.823356	8.777397	8.752045	8.733429	8.748998	8.648805	8.569003	8.789989
Fancf	8.931787	8.792941	8.892041	9.124614	9.028269	8.982635	9.145175	9.048239
Fancg	8.9974	9.084364	9.325739	9.270924	9.504673	9.099392	8.945499	9.0391
Fanci	7.419728	7.852615	7.885622	7.705307	7.73898	7.334193	7.369489	7.379676
Fancl	8.915068	9.309391	9.140239	8.848994	9.021948	9.160662	9.168621	8.805789
Fancm	7.54716	8.210854	8.259089	7.686513	8.081244	7.493829	7.353864	7.15487
Fank1	6.491534	6.092575	5.908195	6.106042	6.093395	5.98342	6.068996	6.127538
Fap	7.299376	8.523973	7.474537	6.573279	6.834613	8.878971	7.886595	7.822461
Far1	10.13479	10.22445	10.79538	10.55194	10.90771	9.82809	9.617459	9.706672
Far2	12.26741	12.21463	13.07139	12.56764	13.00663	12.92079	13.06173	13.04149
Farp1	10.23968	9.804803	9.554678	8.368687	8.543777	9.117301	8.726422	9.012877
Farp2	9.492018	9.485029	9.423162	9.359279	9.398802	9.480371	9.445478	9.5361835
Fars2	8.878708	8.953341	8.901529	8.925531	8.992093	9.174159	9.036555	9.047155
Farsa	9.295578	9.266905	9.250409	9.170691	9.187085	9.049068	8.963615	9.029624
Fas	7.205972	6.84877	7.244775	7.648095	7.151226	7.880132	7.989617	7.619105
Fasl	5.920418	5.957705	5.919833	5.984684	5.998667	5.93778	5.955694	5.825113
Fasn	11.6348	11.63636	11.89703	11.6262	11.98116	12.89443	12.45665	12.3701
Fastk	10.47757	10.43999	10.33132	10.3516	10.34067	10.73235	10.66548	10.73295
Fastkd1	7.607959	7.951334	7.863445	7.713441	7.780308	8.333239	8.012887	8.120588
